# Estación meteorológica Xalapa-Enríquez, México, WMO_ID=76688, selección desde 01.01.2014 hasta 03.10.2014, todos los días
# Codificación: UTF-8
# Los datos han sido presentados por el sitio web "Real pronóstico", rp5.ru 
# Por favor, al utilizar los datos mencione este sitio.
# Determinación de los parámetros meteorológicos en el enlace: http://dev.rp5.ru.local/archive.php?wmo_id=27612&lang=en http://rp5.ru/archive.php?wmo_id=76688&lang=es
#
"Hora local en Xalapa-Enríquez";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.02.2014 12:00";"20.3";"652.7";"764.6";"0.5";"64";"Viento procedente del este";"2";"";"";"";" ";"";"";"11.7";"22.6";"";"";"";"";"";"";"13.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2014 09:00";"21.6";"652.2";"763.5";"1.7";"34";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2014 06:00";"12.4";"650.5";"765.3";"0.6";"60";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"11.7";"26.7";"";"";"";"";"";"";"4.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2014 03:00";"13.4";"649.9";"764.2";"-0.2";"51";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2014 00:00";"14.3";"650.1";"764.1";"";"54";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"10.2";"26.7";"";"";"";"";"";"";"5.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 18:00";"20.7";"649.0";"760.1";"0.5";"55";"Viento procedente del sur";"1";"";"";"";" ";"";"";"10.2";"26.7";"";"";"";"";"";"";"11.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 15:00";"25.9";"648.5";"757.5";"-1.1";"38";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 12:00";"25.6";"649.6";"758.9";"-0.3";"30";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"10.2";"26.7";"";"";"";"";"";"";"6.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 09:00";"19.9";"649.9";"761.5";"1.3";"41";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 06:00";"11.2";"648.6";"763.6";"0.3";"61";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"10.2";"21.8";"";"";"";"";"";"";"3.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 03:00";"10.4";"648.3";"763.6";"-1.0";"76";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2014 00:00";"10.9";"649.3";"764.7";"-0.2";"93";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"8.8";"21.8";"";"";"";"";"";"";"9.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 21:00";"11.7";"649.5";"764.5";"0.6";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 18:00";"15.7";"648.9";"762.1";"-0.1";"75";"Viento procedente del sur";"2";"";"";"";" ";"";"";"8.8";"21.8";"";"";"";"";"";"";"11.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 15:00";"20.7";"649.0";"760.1";"-2.0";"53";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 12:00";"19.0";"651.0";"763.1";"-0.3";"60";"Viento procedente del sursuroeste";"2";"";"";"";" ";"";"";"8.8";"19.7";"";"";"";"";"";"";"11.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 09:00";"15.7";"651.3";"764.9";"1.1";"66";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 06:00";"10.2";"650.2";"765.9";"0.3";"100";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"10.1";"16.4";"";"";"";"";"";"";"10.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 03:00";"11.4";"649.9";"765.2";"-0.8";"100";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2014 00:00";"11.5";"650.7";"766.0";"-0.2";"99";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"11.3";"16.4";"";"";"";"";"";"";"11.4";"0.2";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 21:00";"11.6";"650.9";"766.2";"1.3";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 18:00";"13.4";"649.6";"763.9";"";"99";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.4";"16.4";"";"";"";"";"";"";"13.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 12:00";"16.0";"650.4";"763.6";"-0.2";"95";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"15.0";"16.4";"";"";"";"";"";"";"15.2";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 09:00";"15.2";"650.6";"764.2";"1.6";"99";"Viento procedente del sur";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 06:00";"15.4";"649.0";"762.3";"0.0";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"15.3";"";"";"";"";"";"";"";"15.3";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 03:00";"15.8";"649.0";"762.1";"-0.8";"94";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2014 00:00";"16.0";"649.8";"763.0";"0.2";"89";"Viento procedente del este";"1";"";"";"";" ";"";"";"10.4";"24.8";"";"";"";"";"";"";"14.2";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 21:00";"16.6";"649.6";"762.4";"";"99";"Viento procedente del estesureste";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 15:00";"22.8";"647.9";"758.0";"-1.6";"66";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 12:00";"22.0";"649.5";"760.1";"-0.1";"59";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"10.4";"22.4";"";"";"";"";"";"";"13.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 09:00";"16.5";"649.6";"762.6";"1.2";"73";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 06:00";"11.5";"648.4";"763.3";"0.0";"80";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"10.4";"24.9";"";"";"";"";"";"";"8.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 03:00";"11.3";"648.4";"763.3";"-0.9";"97";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2014 00:00";"13.6";"649.3";"763.5";"-0.1";"96";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"9.4";"24.9";"";"";"";"";"";"";"12.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 21:00";"15.7";"649.4";"762.7";"0.9";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 18:00";"19.3";"648.5";"760.1";"0.3";"81";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"9.4";"24.9";"";"";"";"";"";"";"15.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 15:00";"22.9";"648.2";"758.3";"-2.0";"53";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 12:00";"21.1";"650.2";"761.4";"-0.6";"56";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"9.4";"21.5";"";"";"";"";"";"";"12.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 09:00";"16.7";"650.8";"763.9";"0.9";"77";"Viento procedente del sur";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 06:00";"9.7";"649.9";"765.9";"-0.1";"95";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"9.6";"22.6";"";"";"";"";"";"";"8.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 03:00";"10.3";"650.0";"765.7";"-0.7";"98";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.02.2014 00:00";"12.1";"650.7";"765.7";"-0.5";"95";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"9.4";"22.6";"";"";"";"";"";"";"11.3";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 21:00";"13.7";"651.2";"765.7";"0.8";"94";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 18:00";"17.8";"650.4";"763.0";"0.2";"72";"Viento procedente del sur";"2";"";"";"";" ";"";"";"9.4";"22.6";"";"";"";"";"";"";"12.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 15:00";"21.4";"650.2";"761.2";"-1.4";"51";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 12:00";"21.0";"651.6";"763.0";"0.0";"53";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"9.4";"21.8";"";"";"";"";"";"";"10.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 09:00";"18.8";"651.6";"763.9";"0.8";"55";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 06:00";"9.9";"650.8";"766.9";"0.0";"91";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"9.4";"13.9";"";"";"";"";"";"";"8.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 03:00";"9.6";"650.8";"766.9";"-1.0";"95";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.02.2014 00:00";"10.5";"651.8";"767.8";"-0.8";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"9.1";"13.9";"";"";"";"";"";"";"10.3";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 21:00";"12.4";"652.6";"767.8";"1.2";"95";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 18:00";"13.2";"651.4";"766.1";"";"88";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"9.1";"13.9";"";"";"";"";"";"";"11.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 12:00";"12.7";"652.5";"767.5";"0.2";"92";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"9.1";"13.0";"";"";"";"";"";"";"11.4";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 09:00";"10.7";"652.3";"768.2";"2.0";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 06:00";"10.3";"650.3";"766.1";"-0.2";"92";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"9.4";"16.0";"";"";"";"";"";"";"9.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 03:00";"9.8";"650.5";"766.5";"-0.7";"97";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.02.2014 00:00";"11.0";"651.2";"766.9";"0.1";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"11.0";"16.0";"";"";"";"";"";"";"10.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 21:00";"13.0";"651.1";"765.8";"1.4";"97";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 18:00";"13.5";"649.7";"764.0";"";"97";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"12.6";"16.0";"";"";"";"";"";"";"13.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 12:00";"13.8";"651.3";"765.7";"-0.4";"96";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"12.6";"15.1";"";"";"";"";"";"";"13.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 09:00";"14.6";"651.7";"765.8";"0.7";"91";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 06:00";"12.6";"651.0";"765.9";"0.1";"100";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"12.6";"19.9";"";"";"";"";"";"";"12.6";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 03:00";"12.7";"650.9";"765.7";"-0.8";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.02.2014 00:00";"13.1";"651.7";"766.5";"0.0";"99";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"13.1";"19.9";"";"";"";"";"";"";"13.0";"3.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 21:00";"13.4";"651.7";"766.3";"1.2";"99";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"0.6";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 18:00";"14.2";"650.5";"764.6";"0.3";"99";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"13.2";"19.9";"";"";"";"";"";"";"14.0";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 15:00";"15.8";"650.2";"763.6";"-1.5";"90";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 12:00";"19.1";"651.7";"763.9";"-0.1";"71";"Viento procedente del este";"2";"";"";"";" ";"";"";"13.2";"19.9";"";"";"";"";"";"";"13.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 09:00";"16.4";"651.8";"765.2";"0.9";"73";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 06:00";"13.7";"650.9";"765.3";"0.2";"97";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.2";"21.6";"";"";"";"";"";"";"13.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 03:00";"14.3";"650.7";"764.8";"-0.6";"97";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.02.2014 00:00";"14.7";"651.3";"765.3";"0.2";"96";"Viento procedente del sur";"1";"";"";"";" ";"";"";"11.7";"21.6";"";"";"";"";"";"";"14.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 21:00";"14.8";"651.1";"765.0";"1.2";"97";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 18:00";"16.6";"649.9";"763.0";"0.3";"90";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"11.7";"21.6";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 15:00";"19.1";"649.6";"761.4";"-1.6";"77";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 12:00";"20.4";"651.2";"762.8";"0.0";"61";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"11.7";"20.4";"";"";"";"";"";"";"12.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 09:00";"14.9";"651.2";"765.1";"1.5";"80";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 06:00";"13.8";"649.7";"763.8";"1.0";"94";"Calma, escampado";"0";"";"";"";" ";"";"";"11.7";"27.2";"";"";"";"";"";"";"12.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 03:00";"12.5";"648.7";"763.3";"-0.1";"95";"Viento procedente del noroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.02.2014 00:00";"15.2";"648.8";"762.1";"0.6";"65";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"9.7";"27.2";"";"";"";"";"";"";"8.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 21:00";"17.1";"648.2";"760.6";"1.4";"86";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 18:00";"21.0";"646.8";"757.3";"0.8";"67";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"9.7";"27.2";"";"";"";"";"";"";"14.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 15:00";"27.0";"646.0";"754.0";"-1.7";"43";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 12:00";"23.2";"647.7";"757.6";"-0.4";"48";"Viento procedente del este";"2";"";"";"";" ";"";"";"9.7";"23.3";"";"";"";"";"";"";"11.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 09:00";"16.9";"648.1";"760.6";"0.3";"67";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 06:00";"9.8";"647.8";"763.3";"-0.2";"97";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"9.7";"21.8";"";"";"";"";"";"";"9.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 03:00";"12.0";"648.0";"762.6";"-1.0";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.02.2014 00:00";"13.8";"649.0";"763.0";"-0.3";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"11.3";"21.8";"";"";"";"";"";"";"13.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.02.2014 21:00";"14.5";"649.3";"763.1";"0.4";"99";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.02.2014 18:00";"15.7";"648.9";"762.1";"";"94";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"11.3";"21.8";"";"";"";"";"";"";"14.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.02.2014 12:00";"21.6";"650.6";"761.7";"-0.1";"62";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"11.3";"21.6";"";"";"";"";"";"";"14.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.02.2014 09:00";"17.7";"650.7";"763.3";"1.5";"76";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.02.2014 06:00";"12.5";"649.2";"763.8";"0.7";"84";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"11.3";"28.4";"";"";"";"";"";"";"9.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
